Configuration,,,,,,Position,,,Force and Moment,,,,,,Tool Deflection,,,Tool Holder Deflection,,,CAD- CNC = tool+springback,,,CAD- Robot = Robot deflection+tool+holder+springback,,,Springback,,,Rob def,,,,VJM Prediction ,,
-18.67,46.9,17.54,-179.95,-25.57,0,-31.876,9.334,-19.5,104.37,-126.831,344.727,-17.9352,-28.6652,-4.24805,-0.097770125,0.118944186,-0.001534035,-0.01114226671,0.01354542101,-0.0003258152768,0.90166,0.857609875,0.5033025,1.3137125,1.2712125,0.623655,0.803889875,0.738665689,0.501768465,0.4009102333,0.400057204,0.1200266847,,0.2360573731,0.7318066386,0.09944209585
-18.67,46.9,17.54,-179.95,-25.57,0,-31.182,-10.9,-20,11.9019,-166.687,345.337,-31.1279,-12.4329,-3.69873,-0.01107133,0.156251028,-0.00153675,-0.00126753185,0.01779920145,-0.0003263918122,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.88872867,0.701448972,0.50126325,0.4159324681,0.3992007986,0.1198736082,,0.2949819122,0.8467225626,0.1308183453
-18.67,46.9,17.54,-179.95,-25.57,0,-20.363,-26.009,-20,-71.7163,-156.982,337.036,-33.1879,5.60303,-2.65503,0.067304118,0.147091936,-0.00149981,0.00766110257,0.01676043933,-0.000318546205,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.832495882,0.710608064,0.50130019,0.4095388974,0.4002395607,0.1198814538,,0.3390720074,0.9262116585,0.1241015587
-18.67,46.9,17.54,-179.95,-25.57,0,-2.005,-32.971,-20,-149.109,-93.3228,350.952,-22.6685,23.8129,-2.28882,0.139810075,0.087379816,-0.001561736,0.015923629,0.009961247724,-0.0003316987733,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.759989925,0.770320184,0.501238264,0.401276371,0.4070387523,0.1198683012,,0.3963587201,1.049634787,0.07388886363
-18.67,46.9,17.54,-179.95,-25.57,0,17.565,-27.975,-20,-172.363,5.43213,344.727,-2.24304,32.9315,-2.32544,0.161543614,-0.005199334,-0.001534035,0.01840418746,-0.0005842995346,-0.0003258152768,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.738256386,0.852500666,0.501265965,0.3987958125,0.4164157005,0.1198741847,,0.4015202032,1.055771125,-0.003763202615
-18.67,46.9,17.54,-179.95,-25.57,0,30.568,-12.519,-20,-142.578,79.5288,331.299,16.626,30.8807,-2.04163,0.133556179,-0.074643413,-0.001474281,0.01522102093,-0.00849596824,-0.0003131239369,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.766243821,0.783056587,0.501325719,0.4019789791,0.4085040318,0.1198868761,,0.3679145375,0.9799516779,-0.06105213887
-18.67,46.9,17.54,-179.95,-25.57,0,32.142,7.617,-20,-61.7065,144.226,337.891,33.8379,18.1458,-2.8656,0.057719714,-0.135225153,-0.001503615,0.006584270779,-0.01540190948,-0.0003193542997,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.842080286,0.722474847,0.501296385,0.4106157292,0.4015980905,0.1198806457,,0.3217027355,0.8959592648,-0.1127343329
-18.67,46.9,17.54,-179.95,-25.57,0,22.943,23.765,-20,31.6162,148.376,347.412,39.5599,-0.338745,-3.38745,-0.02975369,-0.139055867,-0.001545983,-0.003380672349,-0.0158427032,-0.0003283529777,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.87004631,0.718644133,0.501254017,0.4138193277,0.4011572968,0.119871647,,0.2724747475,0.8076934919,-0.1165768568
-18.67,46.9,17.54,-179.95,-25.57,0,5.403,32.587,-20,120.3,100.769,341.431,32.785,-20.462,-4.32129,-0.112831338,-0.094372068,-0.001519368,-0.01284839283,-0.01075685362,-0.0003227000953,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.786968662,0.763327932,0.501280632,0.4043516072,0.4062431464,0.1198772999,,0.2153798308,0.6915257853,-0.07929586061
-18.67,46.9,17.54,-179.95,-25.57,0,-14.579,29.641,-20,160.278,13.3667,343.506,15.6555,-32.84,-4.65088,-0.150239988,-0.012419204,-0.001528602,-0.01711470406,-0.001422948758,-0.0003246612608,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.749560012,0.845280796,0.501271398,0.4000852959,0.4155770512,0.1198753387,,0.196276368,0.6551844565,-0.01027555776
-18.67,46.9,17.54,-179.95,-25.57,0,-29.11,15.612,-20,130.737,-75.1343,344.971,-4.98047,-32.1533,-4.12903,-0.122494116,0.070527987,-0.001535121,-0.01395810031,0.008026869888,-0.0003260458909,0.8998,0.8577,0.5028,1.317,1.2747,0.623,0.777305884,0.787172013,0.501264879,0.4032418997,0.4089731301,0.1198739541,,0.2190764804,0.6998690764,0.05916204242
-18.67,46.9,17.54,-179.95,-25.57,0,-32.75,-2.569,-20.5,68.4204,-151.733,347.168,-24.9481,-22.7692,-4.00085,-0.064036026,0.142261377,-0.001544898,-0.007302095981,0.01620349262,-0.0003281223635,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.833923974,0.715528498,0.500757602,0.415050404,0.4042191324,0.1197243776,,0.2621437097,0.7847072365,0.119859295
-18.67,46.9,17.54,-179.95,-25.57,0,-25.518,-20.687,-20.5,-34.2407,-179.077,346.313,-35.1288,-3.60718,-3.46069,0.032189918,0.167812245,-0.001541093,0.003659974441,0.01912013331,-0.0003273142688,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.865770082,0.68997763,0.500761407,0.4186925256,0.4013024917,0.1197251857,,0.3247979885,0.9054858949,0.1419510743
-18.67,46.9,17.54,-179.95,-25.57,0,-8.704,-31.676,-20.5,-43.2739,-139.526,315.43,-30.304,4.27551,-0.695801,0.040699549,0.130671296,-0.001403664,0.004626220084,0.01489417373,-0.0002981255102,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.857260451,0.727118579,0.500898836,0.4177262799,0.4055284513,0.1197543745,,0.3052200092,0.8444240037,0.1139796056
-18.67,46.9,17.54,-179.95,-25.57,0,11.365,-30.822,-20.5,-167.419,-51.0254,341.553,-13.9801,29.1687,-2.14233,0.156930245,0.04769528,-0.001519911,0.01787709093,0.005443242623,-0.0003228154024,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.741029755,0.810094595,0.500782589,0.4044754091,0.4149793824,0.1197296846,,0.397290747,1.044098885,0.04218161078
-18.67,46.9,17.54,-179.95,-25.57,0,27.184,-18.444,-20.5,-163.94,42.0532,336.548,6.78406,33.1146,-2.13318,0.153592014,-0.039540872,-0.001497639,0.01750254777,-0.004495301294,-0.0003180849767,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.744367986,0.818249003,0.500804861,0.4048499522,0.4159273237,0.119734415,,0.3865282319,1.019773773,-0.03088633243
-18.67,46.9,17.54,-179.95,-25.57,0,32.84,-0.831,-20.5,-104.187,114.258,328.003,25.3601,25.0488,-2.47192,0.097541543,-0.107167101,-0.001459613,0.01112046909,-0.0122031945,-0.0003100087554,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.800418457,0.750622774,0.500842887,0.4112320309,0.4082194305,0.1197424912,,0.3398250092,0.9228152564,-0.08850696016
-18.67,46.9,17.54,-179.95,-25.57,0,27.52,17.938,-20.5,-16.0522,149.719,335.205,37.1613,9.31091,-3.03955,0.014914393,-0.140335374,-0.001491662,0.001708834993,-0.01598692621,-0.0003168156537,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.883045607,0.717454501,0.500810838,0.420643665,0.4044356988,0.1197356843,,0.2907400703,0.8333790587,-0.1170715666
-18.67,46.9,17.54,-179.95,-25.57,0,11.932,30.607,-20.5,76.0498,131.897,337.158,37.6007,-10.1257,-3.91846,-0.071389462,-0.123553124,-0.001500353,-0.008124759238,-0.01408084547,-0.0003186615121,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.826570538,0.734236751,0.500802147,0.4142277408,0.4063417795,0.1197338385,,0.2370842126,0.730456001,-0.1032855667
-18.67,46.9,17.54,-179.95,-25.57,0,-8.117,31.832,-20.5,148.926,61.7676,349.121,25.8087,-27.9236,-4.57764,-0.139628665,-0.0577713,-0.001553588,-0.01590369755,-0.00659057013,-0.0003299682219,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.758331335,0.800018575,0.500748912,0.4064488025,0.4138320549,0.1197225318,,0.2063033373,0.6797025148,-0.04807979333
-18.67,46.9,17.54,-179.95,-25.57,0,-25.132,21.155,-20.5,158.386,-33.6304,339.722,5.06287,-34.6069,-4.64172,-0.148410905,0.031644426,-0.001511763,-0.01691047508,0.003595857505,-0.0003210848511,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.749549095,0.826145449,0.500790737,0.4054420249,0.4168267675,0.1197314151,,0.1970882593,0.6537377346,0.02752905819
-18.67,46.9,17.54,-179.95,-25.57,0,-32.578,4.221,-20.5,110.291,-120.789,345.093,-16.1041,-29.3976,-4.26636,-0.103278112,0.113290262,-0.001535664,-0.01177285022,0.01290063066,-0.000326161198,0.89796,0.857789875,0.5023025,1.3203125,1.2782125,0.622355,0.794681888,0.744499613,0.500766836,0.4105796498,0.4075219943,0.1197263388,,0.2344632986,0.7298698767,0.09613935133
-18.67,46.9,17.54,-179.95,-25.57,0,-28.781,-15.456,-21,23.1934,-166.992,341.675,-30.3497,-14.3372,-3.65295,-0.021613229,0.156515869,-0.001520454,-0.002471575166,0.01783093672,-0.0003229307095,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.874526771,0.701363631,0.500289546,0.4250384248,0.4060395633,0.1195870693,,0.2867064693,0.8284077614,0.1332333177
-18.67,46.9,17.54,-179.95,-25.57,0,-14.957,-29.043,-21,-69.0918,-164.917,331.909,-33.8379,4.74243,-2.6825,0.064862254,0.154481722,-0.001476995,0.007381577498,0.01760584052,-0.0003137004723,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.831277746,0.703397778,0.500333005,0.4201284225,0.4062646595,0.1195962995,,0.3339497266,0.9122504621,0.1329791922
-18.67,46.9,17.54,-179.95,-25.57,0,4.747,-32.321,-21,-151.733,-101.685,355.713,-24.0234,23.703,-2.27966,0.142262367,0.095161436,-0.001582923,0.01620353176,0.01085192524,-0.0003361985848,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.753877633,0.762718064,0.500227077,0.4113064682,0.4130185748,0.1195738014,,0.4018915931,1.063793581,0.08322741147
-18.67,46.9,17.54,-179.95,-25.57,0,22.677,-23.515,-21,-179.199,-0.610352,343.14,-3.23181,33.5083,-2.22473,0.16791036,0.000425038,-0.001526973,0.01913251802,0.00005935532293,-0.0003243153396,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.72822964,0.857454462,0.500283027,0.408377482,0.4238111447,0.1195856847,,0.4027323585,1.055901378,0.00353222457
-18.67,46.9,17.54,-179.95,-25.57,0,32.128,-5.917,-21,-144.47,78.9185,331.421,16.3788,30.8899,-2.0874,0.135283611,-0.074080373,-0.001474823,0.01542122853,-0.008431157099,-0.0003132392439,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.760856389,0.783799127,0.500335177,0.4120887715,0.4154393429,0.1195967608,,0.3672601339,0.9778541148,-0.05908130918
-18.67,46.9,17.54,-179.95,-25.57,0,29.567,13.893,-21,-66.3452,144.592,342.773,33.783,18.8232,-2.81982,0.062019973,-0.135551434,-0.00152534,0.007077701592,-0.01544032698,-0.0003239684732,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.834120027,0.722328066,0.50028466,0.4204322984,0.408430173,0.1195860315,,0.3267396156,0.9087272027,-0.111836386
-18.67,46.9,17.54,-179.95,-25.57,0,17.356,27.676,-21,30.1514,151.855,344.849,39.8712,-0.164795,-3.40576,-0.02840602,-0.142272653,-0.001534578,-0.00322526347,-0.0162124419,-0.0003259305839,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.86773398,0.715606847,0.500275422,0.4242847365,0.4076580581,0.1195840694,,0.2700708454,0.8005515184,-0.1184177102
-18.67,46.9,17.54,-179.95,-25.57,0,-2.001,32.607,-21,121.399,101.929,344.482,32.84,-20.4529,-4.40369,-0.113859918,-0.09540848,-0.001532945,-0.01296568259,-0.01087870485,-0.0003255837175,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.782280082,0.76247102,0.500277055,0.4145443174,0.4129917951,0.1195844163,,0.2173908107,0.6978957413,-0.07937135508
-18.67,46.9,17.54,-179.95,-25.57,0,-20.124,25.734,-21,163.879,12.3291,343.628,15.4724,-33.316,-4.66919,-0.153582913,-0.011411739,-0.001529145,-0.01749793613,-0.001310773792,-0.0003247765679,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.742557087,0.846467761,0.500280855,0.4100120639,0.4225597262,0.1195852234,,0.1955674425,0.6544548883,-0.008446508042
-18.67,46.9,17.54,-179.95,-25.57,0,-31.344,9.207,-21,131.287,-80.5054,354.004,-5.91431,-32.373,-4.13818,-0.122966567,0.075574588,-0.001575318,-0.0140151249,0.00860087352,-0.0003345833406,0.89614,0.8578795,0.50181,1.32365,1.28175,0.62172,0.773173433,0.782304912,0.500234682,0.4134948751,0.4152696265,0.1195754167,,0.2284043899,0.725874895,0.06433961523
-18.67,46.9,17.54,-179.95,-25.57,0,-30.676,-10.694,-21.5,73.3643,-154.358,345.215,-25.3784,-23.2269,-3.98254,-0.068610339,0.144701254,-0.001536207,-0.00782764046,0.01648297392,-0.0003262765051,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.825729661,0.713267621,0.499786293,0.4248448595,0.4108606511,0.1194462235,,0.2600256295,0.7800229307,0.1243611655
-19.12,46.64,18.39,-179.95,-24.98,0,-18.715,-26.554,-21.5,-31.9214,-179.016,348.877,-35.0647,-3.68042,-3.35999,0.030057535,0.167708384,-0.001552503,0.003413964589,0.01911177292,-0.0003297376078,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.864282465,0.690260491,0.499769997,0.4292585354,0.4082318521,0.1194427624,,0.3261492381,0.9033962788,0.148380196
-19.73,46.56,18.59,-179.95,-24.86,0,0.243,-32.485,-21.5,-107.605,-121.277,365.479,-27.9785,13.9069,-2.12402,0.100957644,0.113531583,-0.001626382,0.01149384117,0.01294419031,-0.0003454288221,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.793382356,0.744437292,0.499696118,0.4211786588,0.4143994347,0.1194270712,,0.3840730659,1.02798373,0.106785404
-20.28,46.83,17.97,-179.95,-25.22,0,19.11,-26.271,-21.5,-169.434,-49.8657,343.018,-13.3484,29.6906,-2.04163,0.158784936,0.046558418,-0.00152643,0.01809090589,0.005317438453,-0.0003242000325,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.735555064,0.811410457,0.49979607,0.4145815941,0.4220261865,0.1194483,,0.3979835268,1.041532845,0.05508166814
-20.54,47.35,16.76,-179.95,-25.9,0,30.832,-10.235,-21.5,-162.903,50.1099,337.28,8.66089,32.9041,-2.22473,0.152566347,-0.047105852,-0.001500896,0.01738969455,-0.005356115545,-0.0003187768192,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.741773653,0.810863023,0.499821604,0.4152828054,0.4219875095,0.1194537232,,0.3866695852,1.023508932,-0.02290079997
-20.47,47.89,15.52,-179.95,-26.6,0,31.465,8.083,-21.5,-105.652,125.061,348.022,27.9053,25.5615,-2.57263,0.098853028,-0.117281525,-0.001548698,0.0112744604,-0.01335627898,-0.0003289295131,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.795486972,0.74068735,0.499773802,0.4213980396,0.413987346,0.1194435705,,0.3606320188,0.9901504172,-0.08322722276
-20.07,48.33,14.53,-179.95,-27.16,0,20.877,24.89,-21.5,-10.1929,154.724,334.473,38.2782,7.83691,-3.14941,0.009385452,-0.144975832,-0.001488405,0.001081722949,-0.01651934599,-0.0003161238112,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.884954548,0.712993043,0.499834095,0.4315907771,0.410824279,0.1194563762,,0.2918755304,0.8514137933,-0.1106895757
-19.49,48.46,14.22,-179.95,-27.33,0,2.483,32.391,-21.5,88.8672,135.132,342.896,38.3331,-12.7167,-4.12903,-0.083401828,-0.126519459,-0.001525887,-0.009493327906,-0.01442366979,-0.0003240847254,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.810938172,0.731449416,0.499796613,0.4231791721,0.4129199552,0.1194484153,,0.2411224004,0.7624348104,-0.09939522334
-18.96,48.25,14.7,-179.95,-27.06,0,-16.291,28.106,-21.5,160.095,55.2979,343.75,24.0417,-30.2856,-4.77905,-0.150054416,-0.05166154,-0.001529688,-0.01709460793,-0.00589793666,-0.000324891875,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.744285584,0.806307335,0.499792812,0.4155778921,0.4214456883,0.1194476081,,0.2023289658,0.6846473123,-0.04017858902
-18.62,47.75,15.84,-179.95,-26.42,0,-29.609,13.367,-21.5,162.415,-38.5742,344.238,3.60718,-35.5682,-4.43115,-0.152131063,0.036303025,-0.001531859,-0.01733846161,0.004124729418,-0.0003253531033,0.89434,0.857968875,0.5013225,1.3270125,1.2853125,0.621095,0.742208937,0.82166585,0.499790641,0.4153340384,0.4232188956,0.1194471469,,0.2044131088,0.6817904371,0.03211295533
-18.62,47.75,15.84,-179.95,-26.42,0,-31.679,-6.325,-22,103.516,-134.766,343.384,-19.2078,-28.1433,-4.22974,-0.096864439,0.126364421,-0.001528059,-0.01104691481,0.01439202675,-0.0003245459538,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.795695561,0.731693579,0.499311941,0.4267930852,0.4164499733,0.119315454,,0.2432875595,0.7568372144,0.1077321726
-18.62,47.75,15.84,-179.95,-26.42,0,-22.075,-23.585,-22,8.72803,-173.889,343.872,-32.1167,-11.5631,-3.6438,-0.008017996,0.162927111,-0.00153023,-0.000925526494,0.0185652792,-0.0003250071821,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.884542004,0.695130889,0.49930977,0.4369144735,0.4122767208,0.1193149928,,0.3020309,0.8725435851,0.1391340946
-18.62,47.75,15.84,-179.95,-26.42,0,-4.217,-32.028,-22,-87.7686,-175.842,341.675,-35.8704,8.40454,-2.79236,0.082369552,0.164639706,-0.001520454,0.009375919769,0.01876915147,-0.0003229307095,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.810190448,0.693418294,0.499319546,0.4284640802,0.4120728485,0.1193170693,,0.3565115347,0.9773875397,0.1430584742
-18.62,47.75,15.84,-179.95,-26.42,0,15.217,-28.495,-22,-159.851,-89.1113,350.22,-21.048,25.8453,-2.05078,0.149830556,0.083320351,-0.001558479,0.01706874546,0.00950711806,-0.0003310069308,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.742729444,0.774737649,0.499281521,0.4207712545,0.4213348819,0.1193089931,,0.4025002378,1.07547066,0.07452061174
-18.62,47.75,15.84,-179.95,-26.42,0,28.962,-14.309,-22,-178.894,13.6108,341.431,0.32959,34.0027,-2.09656,0.16756161,-0.012927556,-0.001519368,0.01909746326,-0.001460072809,-0.0003227000953,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.72499839,0.845130444,0.499320632,0.4187425367,0.4293819272,0.1193172999,,0.4002577603,1.064266558,-0.006094617954
-18.62,47.75,15.84,-179.95,-26.42,0,31.878,5.227,-22,-134.521,92.1021,334.351,19.9036,29.3884,-2.10571,0.125897511,-0.086420759,-0.001487862,0.01435647944,-0.009838225984,-0.0003160085041,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.766662489,0.771637241,0.499352138,0.4234835206,0.421003774,0.1193239915,,0.3630215166,0.9854469672,-0.06823342819
-18.62,47.75,15.84,-179.95,-26.42,0,22.876,22.809,-22,-51.3306,154.724,346.069,36.7035,15.6738,-2.83813,0.0479041,-0.144991964,-0.001540007,0.005472775612,-0.01651998418,-0.0003270836547,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.8446559,0.713066036,0.499299993,0.4323672244,0.4143220158,0.1193129163,,0.3209153566,0.912713845,-0.1183126969
-18.62,47.75,15.84,-179.95,-26.42,0,5.32,31.863,-22,38.8184,148.132,346.191,39.798,-2.97546,-3.07617,-0.036546902,-0.138706641,-0.00154055,-0.00415139768,-0.01581188121,-0.0003271989617,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.856013098,0.719351359,0.49929945,0.4336886023,0.4150301188,0.119312801,,0.2680730577,0.8089584111,-0.1141422889
-18.62,47.75,15.84,-179.95,-26.42,0,-14.225,29.004,-22,138.367,95.459,341.675,31.2836,-24.5453,-4.39453,-0.129717172,-0.089271331,-0.001520454,-0.01477564751,-0.01018496694,-0.0003229307095,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.762842828,0.768786669,0.499319546,0.4230643525,0.4206570331,0.1193170693,,0.2099022333,0.6914680744,-0.07265379683
-18.62,47.75,15.84,-179.95,-26.42,0,-28.451,15.3,-22,171.509,-7.62939,349.609,10.9497,-35.5682,-4.6051,-0.160656877,0.007329406,-0.00155576,-0.01830958518,0.0008217119311,-0.0003304294503,0.89256,0.858058,0.50084,1.3304,1.2889,0.62048,0.731903123,0.850728594,0.49928424,0.4195304148,0.4300202881,0.1193095705,,0.203083957,0.6841616228,0.0083214387
-18.62,47.75,15.84,-179.95,-26.42,0,-31.86,-4.092,-22.5,131.409,-110.229,354.004,-12.5244,-32.5012,-4.49524,-0.122988562,0.103400894,-0.001575318,-0.01402449826,0.01177338623,-0.0003345833406,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.767811438,0.754745981,0.498787182,0.4289880017,0.4225922388,0.1191779167,,0.2360636277,0.7520072101,0.08903815368
-18.62,47.75,15.84,-179.95,-26.42,0,-23.522,-21.875,-22.5,47.1191,-172.852,349.487,-29.8279,-18.7592,-3.80859,-0.043965703,0.161966587,-0.001555217,-0.005023435456,0.01845500303,-0.0003303141432,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.846834297,0.696180288,0.498807283,0.4379890645,0.415910622,0.1191821859,,0.2850445999,0.8440972608,0.139410821
-18.62,47.75,15.84,-179.95,-26.42,0,-6.389,-31.48,-22.5,-56.8237,-179.26,343.628,-35.6506,1.75781,-3.0304,0.05339792,0.167851949,-0.001529145,0.006072974665,0.01913445885,-0.0003247765679,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.83740208,0.690294926,0.498833355,0.4369395253,0.4152311661,0.1191877234,,0.3407871956,0.9483608493,0.1458775852
-18.62,47.75,15.84,-179.95,-26.42,0,13.132,-29.315,-22.5,-149.109,-123.23,360.718,-27.4841,21.991,-2.45361,0.139784361,0.115270197,-0.001605195,0.01592261177,0.0131490919,-0.0003409290105,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.751015639,0.742876678,0.498757305,0.4270898882,0.4212165331,0.119171571,,0.4064311712,1.091235403,0.1025026326
-18.62,47.75,15.84,-179.95,-26.42,0,27.744,-16.189,-22.5,-181.763,-24.7803,348.755,-7.75452,32.9773,-2.04163,0.170260013,0.023015624,-0.00155196,0.01940417838,0.002637659188,-0.0003296223007,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.720539987,0.835131251,0.49881054,0.4236083216,0.4317279658,0.1191828777,,0.40922898,1.087120963,0.02506768469
-18.62,47.75,15.84,-179.95,-26.42,0,31.983,2.989,-22.5,-162.17,74.4019,340.332,14.8132,33.2336,-2.14233,0.151793069,-0.06985449,-0.001514477,0.0173080143,-0.007949178825,-0.0003216613865,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.739006931,0.788292385,0.498848023,0.4257044857,0.4264164462,0.1191908386,,0.3844465597,1.031826526,-0.05334474343
-18.62,47.75,15.84,-179.95,-26.42,0,24.263,21.05,-22.5,-82.4585,149.414,350.464,33.9569,21.4142,-2.81067,0.077053094,-0.140030719,-0.001559565,0.008795492097,-0.01595361587,-0.000331237545,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.813746906,0.718116156,0.498802935,0.4342170079,0.4184120091,0.1191812625,,0.3426207732,0.9585488311,-0.1135440329
-18.62,47.75,15.84,-179.95,-26.42,0,7.472,31.241,-22.5,21.3623,167.419,351.196,42.1143,1.59302,-3.45154,-0.020204269,-0.156775127,-0.001562822,-0.002288211092,-0.01787095437,-0.0003319293874,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.870595731,0.701371748,0.498799678,0.4407242889,0.4164946706,0.1191805706,,0.2820309959,0.8406902017,-0.1286188817
-18.62,47.75,15.84,-179.95,-26.42,0,-12.113,29.751,-22.5,123.352,117.126,350.952,35.5133,-20.2148,-4.47693,-0.115669891,-0.109565019,-0.001561736,-0.01317340718,-0.01249795263,-0.0003316987733,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.775130109,0.748581856,0.498800764,0.4298390928,0.4218676724,0.1191808012,,0.2257313039,0.7302748234,-0.08961519399
-18.62,47.75,15.84,-179.95,-26.42,0,-27.169,17.137,-22.5,173.096,22.644,349.609,17.4866,-34.1858,-4.82483,-0.162153009,-0.021018913,-0.00155576,-0.01847938442,-0.002409771382,-0.0003304294503,0.8908,0.858146875,0.5003625,1.3338125,1.2925125,0.619875,0.728646991,0.837127962,0.49880674,0.4245331156,0.4319558536,0.1191820705,,0.2013946433,0.6813746419,-0.01511980513
-18.62,47.75,15.84,-179.95,-26.42,0,-31.886,-1.864,-23,146.362,-71.4111,352.051,-3.96423,-34.3872,-4.05579,-0.137000056,0.067060638,-0.001566627,-0.01562100152,0.007630198395,-0.0003327374821,0.88906,0.8582355,0.49989,1.33725,1.29615,0.61928,0.752059944,0.791174862,0.498323373,0.4325689985,0.4302843016,0.1190572625,,0.2249582041,0.7294642882,0.05856204628
-18.62,47.75,15.84,-179.95,-26.42,0,-24.84,-20.079,-23,77.1484,-162.781,360.962,-26.239,-24.2065,-4.11987,-0.072083787,0.152551339,-0.001606281,-0.008228797862,0.0173805976,-0.0003411596247,0.88906,0.8582355,0.49989,1.33725,1.29615,0.61928,0.816976213,0.705684161,0.498283719,0.4399612021,0.4205339024,0.1190488404,,0.2777847865,0.8396989701,0.1318113351
-18.62,47.75,15.84,-179.95,-26.42,0,-8.507,-30.786,-23,-29.9683,-188.293,353.882,-36.1908,-4.14734,-3.35083,0.028258954,0.176321588,-0.001574775,0.003206683658,0.0200991085,-0.0003344680335,0.88906,0.8582355,0.49989,1.33725,1.29615,0.61928,0.860801046,0.681913912,0.498315225,0.4449833163,0.4178153915,0.119055532,,0.3348113638,0.9451389101,0.1534135589
-18.62,47.75,15.84,-179.95,-26.42,0,11.007,-29.984,-23,-127.075,-130.249,372.192,-29.0771,16.6718,-2.49023,0.119167499,0.121851702,-0.001656254,0.01357126181,0.01389867326,-0.0003517735469,0.88906,0.8582355,0.49989,1.33725,1.29615,0.61928,0.769892501,0.736383798,0.498233746,0.4346187382,0.4240158267,0.1190382265,,0.4045405989,1.097208569,0.1075337059
-18.62,47.75,15.84,-179.95,-26.42,0,26.405,-17.97,-23,-182.861,-55.6641,360.229,-14.0442,31.7871,-2.02332,0.171301745,0.051929435,-0.001603019,0.01952191876,0.00593405832,-0.0003404668371,0.88906,0.8582355,0.49989,1.33725,1.29615,0.61928,0.717758255,0.806306065,0.498286981,0.4286680812,0.4319804417,0.1190495332,,0.4207671447,1.118634287,0.05010851266
